country,year,pop,continent,lifeExp,gdpPercap
Myanmar,1962,23634436,Asia,45.108,388
Myanmar,1967,25870271,Asia,49.379,349
Myanmar,1972,28466390,Asia,53.07,357
Myanmar,1977,31528087,Asia,56.059,371
Myanmar,1982,34680442,Asia,58.056,424
Myanmar,1987,38028578,Asia,58.339,385
Myanmar,1992,40546538,Asia,59.32,347
Myanmar,1997,43247867,Asia,60.328,415
Myanmar,2002,45598081,Asia,59.908,611
Myanmar,2007,47761980,Asia,62.069,944
Namibia,1952,485831,Africa,41.725,2423.780443
Namibia,1957,548080,Africa,45.226,2621.448058
Namibia,1962,621392,Africa,48.386,3173.215595
Namibia,1967,706640,Africa,51.159,3793.694753
Namibia,1972,821782,Africa,53.867,3746.080948
Namibia,1977,977026,Africa,56.437,3876.485958
Namibia,1982,1099010,Africa,58.968,4191.100511
Namibia,1987,1278184,Africa,60.835,3693.731337
Namibia,1992,1554253,Africa,61.999,3804.537999
Namibia,1997,1774766,Africa,58.909,3899.52426
Namibia,2002,1972153,Africa,51.479,4072.324751
Namibia,2007,2055080,Africa,52.906,4811.060429
Nepal,1952,9182536,Asia,36.157,545.8657229
Nepal,1957,9682338,Asia,37.686,597.9363558
Nepal,1962,10332057,Asia,39.393,652.3968593
Nepal,1967,11261690,Asia,41.472,676.4422254
Nepal,1972,12412593,Asia,43.971,674.7881296
Nepal,1977,13933198,Asia,46.748,694.1124398
Nepal,1982,15796314,Asia,49.594,718.3730947
Nepal,1987,17917180,Asia,52.537,775.6324501
Nepal,1992,20326209,Asia,55.727,897.7403604
Nepal,1997,23001113,Asia,59.426,1010.892138
Nepal,2002,25873917,Asia,61.34,1057.206311
Nepal,2007,28901790,Asia,63.785,1091.359778
Netherlands,1952,10381988,Europe,72.13,8941.571858
Netherlands,1957,11026383,Europe,72.99,11276.19344
Netherlands,1962,11805689,Europe,73.23,12790.84956
Netherlands,1967,12596822,Europe,73.82,15363.25136
Netherlands,1972,13329874,Europe,73.75,18794.74567
Netherlands,1977,13852989,Europe,75.24,21209.0592
Netherlands,1982,14310401,Europe,76.05,21399.46046
Netherlands,1987,14665278,Europe,76.83,23651.32361
Netherlands,1992,15174244,Europe,77.42,26790.94961
Netherlands,1997,15604464,Europe,78.03,30246.13063
Netherlands,2002,16122830,Europe,78.53,33724.75778
Netherlands,2007,16570613,Europe,79.762,36797.93332
New Zealand,1952,1994794,Oceania,69.39,10556.57566
New Zealand,1957,2229407,Oceania,70.26,12247.39532
New Zealand,1962,2488550,Oceania,71.24,13175.678
New Zealand,1967,2728150,Oceania,71.52,14463.91893
New Zealand,1972,2929100,Oceania,71.89,16046.03728
New Zealand,1977,3164900,Oceania,72.22,16233.7177
New Zealand,1982,3210650,Oceania,73.84,17632.4104
New Zealand,1987,3317166,Oceania,74.32,19007.19129
New Zealand,1992,3437674,Oceania,76.33,18363.32494
New Zealand,1997,3676187,Oceania,77.55,21050.41377
New Zealand,2002,3908037,Oceania,79.11,23189.80135
New Zealand,2007,4115771,Oceania,80.204,25185.00911
Nicaragua,1952,1165790,Americas,42.314,3112.363948
Nicaragua,1957,1358828,Americas,45.432,3457.415947
Nicaragua,1962,1590597,Americas,48.632,3634.364406
Nicaragua,1967,1865490,Americas,51.884,4643.393534
Nicaragua,1972,2182908,Americas,55.151,4688.593267
Nicaragua,1977,2554598,Americas,57.47,5486.371089
Nicaragua,1982,2979423,Americas,59.298,3470.338156
Nicaragua,1987,3344353,Americas,62.008,2955.984375
Nicaragua,1992,4017939,Americas,65.843,2170.151724
Nicaragua,1997,4609572,Americas,68.426,2253.023004
Nicaragua,2002,5146848,Americas,70.836,2474.548819
Nicaragua,2007,5675356,Americas,72.899,2749.320965
Niger,1952,3379468,Africa,37.444,761.879376
Niger,1957,3692184,Africa,38.598,835.5234025
Niger,1962,4076008,Africa,39.487,997.7661127
Niger,1967,4534062,Africa,40.118,1054.384891
Niger,1972,5060262,Africa,40.546,954.2092363
Niger,1977,5682086,Africa,41.291,808.8970728
Niger,1982,6437188,Africa,42.598,909.7221354
Niger,1987,7332638,Africa,44.555,668.3000228
Niger,1992,8392818,Africa,47.391,581.182725
Niger,1997,9666252,Africa,51.313,580.3052092
Niger,2002,11140655,Africa,54.496,601.0745012
Niger,2007,12894865,Africa,56.867,619.6768924
Nigeria,1952,33119096,Africa,36.324,1077.281856
Nigeria,1957,37173340,Africa,37.802,1100.592563
Nigeria,1962,41871351,Africa,39.36,1150.927478
Nigeria,1967,47287752,Africa,41.04,1014.514104
Nigeria,1972,53740085,Africa,42.821,1698.388838
Nigeria,1977,62209173,Africa,44.514,1981.951806
Nigeria,1982,73039376,Africa,45.826,1576.97375
Nigeria,1987,81551520,Africa,46.886,1385.029563
Nigeria,1992,93364244,Africa,47.472,1619.848217
Nigeria,1997,106207839,Africa,47.464,1624.941275
Nigeria,2002,119901274,Africa,46.608,1615.286395
Nigeria,2007,135031164,Africa,46.859,2013.977305
Norway,1952,3327728,Europe,72.67,10095.42172
Norway,1957,3491938,Europe,73.44,11653.97304
Norway,1962,3638919,Europe,73.47,13450.40151
Norway,1967,3786019,Europe,74.08,16361.87647
Norway,1972,3933004,Europe,74.34,18965.05551
Norway,1977,4043205,Europe,75.37,23311.34939
Norway,1982,4114787,Europe,75.97,26298.63531
Norway,1987,4186147,Europe,75.89,31540.9748
Norway,1992,4286357,Europe,77.32,33965.66115
Norway,1997,4405672,Europe,78.32,41283.16433
Norway,2002,4535591,Europe,79.05,44683.97525
Norway,2007,4627926,Europe,80.196,49357.19017
Oman,1952,507833,Asia,37.578,1828.230307
Oman,1957,561977,Asia,40.08,2242.746551
Oman,1962,628164,Asia,43.165,2924.638113
Oman,1967,714775,Asia,46.988,4720.942687
Oman,1972,829050,Asia,52.143,10618.03855
Oman,1977,1004533,Asia,57.367,11848.34392
Oman,1982,1301048,Asia,62.728,12954.79101
Oman,1987,1593882,Asia,67.734,18115.22313
Oman,1992,1915208,Asia,71.197,18616.70691
Oman,1997,2283635,Asia,72.499,19702.05581
Oman,2002,2713462,Asia,74.193,19774.83687
Oman,2007,3204897,Asia,75.64,22316.19287
Pakistan,1952,41346560,Asia,43.436,684.5971438
Pakistan,1957,46679944,Asia,45.557,747.0835292
Pakistan,1962,53100671,Asia,47.67,803.3427418
Pakistan,1967,60641899,Asia,49.8,942.4082588
Pakistan,1972,69325921,Asia,51.929,1049.938981
Pakistan,1977,78152686,Asia,54.043,1175.921193
Pakistan,1982,91462088,Asia,56.158,1443.429832
Pakistan,1987,105186881,Asia,58.245,1704.686583
Pakistan,1992,120065004,Asia,60.838,1971.829464
Pakistan,1997,135564834,Asia,61.818,2049.350521
Pakistan,2002,153403524,Asia,63.61,2092.712441
Pakistan,2007,169270617,Asia,65.483,2605.94758
Panama,1952,940080,Americas,55.191,2480.380334
Panama,1957,1063506,Americas,59.201,2961.800905
Panama,1962,1215725,Americas,61.817,3536.540301
Panama,1967,1405486,Americas,64.071,4421.009084
Panama,1972,1616384,Americas,66.216,5364.249663
Panama,1977,1839782,Americas,68.681,5351.912144
Panama,1982,2036305,Americas,70.472,7009.601598
Panama,1987,2253639,Americas,71.523,7034.779161
Panama,1992,2484997,Americas,72.462,6618.74305
Panama,1997,2734531,Americas,73.738,7113.692252
Panama,2002,2990875,Americas,74.712,7356.031934
Panama,2007,3242173,Americas,75.537,9809.185636
Paraguay,1952,1555876,Americas,62.649,1952.308701
Paraguay,1957,1770902,Americas,63.196,2046.154706
Paraguay,1962,2009813,Americas,64.361,2148.027146
Paraguay,1967,2287985,Americas,64.951,2299.376311
Paraguay,1972,2614104,Americas,65.815,2523.337977
Paraguay,1977,2984494,Americas,66.353,3248.373311
Paraguay,1982,3366439,Americas,66.874,4258.503604
Paraguay,1987,3886512,Americas,67.378,3998.875695
Paraguay,1992,4483945,Americas,68.225,4196.411078
Paraguay,1997,5154123,Americas,69.4,4247.400261
Paraguay,2002,5884491,Americas,70.755,3783.674243
Paraguay,2007,6667147,Americas,71.752,4172.838464
Peru,1952,8025700,Americas,43.902,3758.523437
Peru,1957,9146100,Americas,46.263,4245.256698
Peru,1962,10516500,Americas,49.096,4957.037982
Peru,1967,12132200,Americas,51.445,5788.09333
Peru,1972,13954700,Americas,55.448,5937.827283
Peru,1977,15990099,Americas,58.447,6281.290855
Peru,1982,18125129,Americas,61.406,6434.501797
Peru,1987,20195924,Americas,64.134,6360.943444
Peru,1992,22430449,Americas,66.458,4446.380924
Peru,1997,24748122,Americas,68.386,5838.347657
Peru,2002,26769436,Americas,69.906,5909.020073
Peru,2007,28674757,Americas,71.421,7408.905561
Philippines,1952,22438691,Asia,47.752,1272.880995
Philippines,1957,26072194,Asia,51.334,1547.944844
Philippines,1962,30325264,Asia,54.757,1649.552153
Philippines,1967,35356600,Asia,56.393,1814.12743
Philippines,1972,40850141,Asia,58.065,1989.37407
Philippines,1977,46850962,Asia,60.06,2373.204287
Philippines,1982,53456774,Asia,62.082,2603.273765
Philippines,1987,60017788,Asia,64.151,2189.634995
Philippines,1992,67185766,Asia,66.458,2279.324017
Philippines,1997,75012988,Asia,68.564,2536.534925
Philippines,2002,82995088,Asia,70.303,2650.921068
Philippines,2007,91077287,Asia,71.688,3190.481016
Poland,1952,25730551,Europe,61.31,4029.329699
Poland,1957,28235346,Europe,65.77,4734.253019
Poland,1962,30329617,Europe,67.64,5338.752143
Poland,1967,31785378,Europe,69.61,6557.152776
Poland,1972,33039545,Europe,70.85,8006.506993
Poland,1977,34621254,Europe,70.67,9508.141454
Poland,1982,36227381,Europe,71.32,8451.531004
Poland,1987,37740710,Europe,70.98,9082.351172
Poland,1992,38370697,Europe,70.99,7738.881247
Poland,1997,38654957,Europe,72.75,10159.58368
Poland,2002,38625976,Europe,74.67,12002.23908
Poland,2007,38518241,Europe,75.563,15389.92468
Portugal,1952,8526050,Europe,59.82,3068.319867
Portugal,1957,8817650,Europe,61.51,3774.571743
Portugal,1962,9019800,Europe,64.39,4727.954889
Portugal,1967,9103000,Europe,66.6,6361.517993
Portugal,1972,8970450,Europe,69.26,9022.247417
Portugal,1977,9662600,Europe,70.41,10172.48572
Portugal,1982,9859650,Europe,72.77,11753.84291
Portugal,1987,9915289,Europe,74.06,13039.30876
Portugal,1992,9927680,Europe,74.86,16207.26663
Portugal,1997,10156415,Europe,75.97,17641.03156
Portugal,2002,10433867,Europe,77.29,19970.90787
Portugal,2007,10642836,Europe,78.098,20509.64777
Puerto Rico,1952,2227000,Americas,64.28,3081.959785
Puerto Rico,1957,2260000,Americas,68.54,3907.156189
Puerto Rico,1962,2448046,Americas,69.62,5108.34463
Puerto Rico,1967,2648961,Americas,71.1,6929.277714
Puerto Rico,1972,2847132,Americas,72.16,9123.041742
Puerto Rico,1977,3080828,Americas,73.44,9770.524921
Puerto Rico,1982,3279001,Americas,73.75,10330.98915
Puerto Rico,1987,3444468,Americas,74.63,12281.34191
Puerto Rico,1992,3585176,Americas,73.911,14641.58711
Puerto Rico,1997,3759430,Americas,74.917,16999.4333
Puerto Rico,2002,3859606,Americas,77.778,18855.60618
Puerto Rico,2007,3942491,Americas,78.746,19328.70901
Reunion,1952,257700,Africa,52.724,2718.885295
Reunion,1957,308700,Africa,55.09,2769.451844
Reunion,1962,358900,Africa,57.666,3173.72334
Reunion,1967,414024,Africa,60.542,4021.175739
Reunion,1972,461633,Africa,64.274,5047.658563
Reunion,1977,492095,Africa,67.064,4319.804067
Reunion,1982,517810,Africa,69.885,5267.219353
Reunion,1987,562035,Africa,71.913,5303.377488
Reunion,1992,622191,Africa,73.615,6101.255823
Reunion,1997,684810,Africa,74.772,6071.941411
Reunion,2002,743981,Africa,75.744,6316.1652
Reunion,2007,798094,Africa,76.442,7670.122558
Romania,1952,16630000,Europe,61.05,3144.613186
Romania,1957,17829327,Europe,64.1,3943.370225
Romania,1962,18680721,Europe,66.8,4734.997586
Romania,1967,19284814,Europe,66.8,6470.866545
Romania,1972,20662648,Europe,69.21,8011.414402
Romania,1977,21658597,Europe,69.46,9356.39724
Romania,1982,22356726,Europe,69.66,9605.314053
Romania,1987,22686371,Europe,69.53,9696.273295
Romania,1992,22797027,Europe,69.36,6598.409903
Romania,1997,22562458,Europe,69.72,7346.547557
Romania,2002,22404337,Europe,71.322,7885.360081
Romania,2007,22276056,Europe,72.476,10808.47561
Rwanda,1952,2534927,Africa,40,493.3238752
Rwanda,1957,2822082,Africa,41.5,540.2893983
Rwanda,1962,3051242,Africa,43,597.4730727
Rwanda,1967,3451079,Africa,44.1,510.9637142
Rwanda,1972,3992121,Africa,44.6,590.5806638
Rwanda,1977,4657072,Africa,45,670.0806011
Rwanda,1982,5507565,Africa,46.218,881.5706467
Rwanda,1987,6349365,Africa,44.02,847.991217
Rwanda,1992,7290203,Africa,23.599,737.0685949
Rwanda,1997,7212583,Africa,36.087,589.9445051
Rwanda,2002,7852401,Africa,43.413,785.6537648
Rwanda,2007,8860588,Africa,46.242,863.0884639
Sao Tome and Principe,1952,60011,Africa,46.471,879.5835855
Sao Tome and Principe,1957,61325,Africa,48.945,860.7369026
Sao Tome and Principe,1962,65345,Africa,51.893,1071.551119
Sao Tome and Principe,1967,70787,Africa,54.425,1384.840593
Sao Tome and Principe,1972,76595,Africa,56.48,1532.985254
Sao Tome and Principe,1977,86796,Africa,58.55,1737.561657
Sao Tome and Principe,1982,98593,Africa,60.351,1890.218117
Sao Tome and Principe,1987,110812,Africa,61.728,1516.525457
Sao Tome and Principe,1992,125911,Africa,62.742,1428.777814
Sao Tome and Principe,1997,145608,Africa,63.306,1339.076036
Sao Tome and Principe,2002,170372,Africa,64.337,1353.09239
Sao Tome and Principe,2007,199579,Africa,65.528,1598.435089
Saudi Arabia,1952,4005677,Asia,39.875,6459.554823
Saudi Arabia,1957,4419650,Asia,42.868,8157.591248
Saudi Arabia,1962,4943029,Asia,45.914,11626.41975
Saudi Arabia,1967,5618198,Asia,49.901,16903.04886
Saudi Arabia,1972,6472756,Asia,53.886,24837.42865
Saudi Arabia,1977,8128505,Asia,58.69,34167.7626
Saudi Arabia,1982,11254672,Asia,63.012,33693.17525
Saudi Arabia,1987,14619745,Asia,66.295,21198.26136
Saudi Arabia,1992,16945857,Asia,68.768,24841.61777
Saudi Arabia,1997,21229759,Asia,70.533,20586.69019
Saudi Arabia,2002,24501530,Asia,71.626,19014.54118
Saudi Arabia,2007,27601038,Asia,72.777,21654.83194
Senegal,1952,2755589,Africa,37.278,1450.356983
Senegal,1957,3054547,Africa,39.329,1567.653006
Senegal,1962,3430243,Africa,41.454,1654.988723
Senegal,1967,3965841,Africa,43.563,1612.404632
Senegal,1972,4588696,Africa,45.815,1597.712056
Senegal,1977,5260855,Africa,48.879,1561.769116
Senegal,1982,6147783,Africa,52.379,1518.479984
Senegal,1987,7171347,Africa,55.769,1441.72072
Senegal,1992,8307920,Africa,58.196,1367.899369
Senegal,1997,9535314,Africa,60.187,1392.368347
Senegal,2002,10870037,Africa,61.6,1519.635262
Senegal,2007,12267493,Africa,63.062,1712.472136
Serbia,1952,6860147,Europe,57.996,3581.459448
Serbia,1957,7271135,Europe,61.685,4981.090891
Serbia,1962,7616060,Europe,64.531,6289.629157
Serbia,1967,7971222,Europe,66.914,7991.707066
Serbia,1972,8313288,Europe,68.7,10522.06749
Serbia,1977,8686367,Europe,70.3,12980.66956
Serbia,1982,9032824,Europe,70.162,15181.0927
Serbia,1987,9230783,Europe,71.218,15870.87851
Serbia,1992,9826397,Europe,71.659,9325.068238
Serbia,1997,10336594,Europe,72.232,7914.320304
Serbia,2002,10111559,Europe,73.213,7236.075251
Serbia,2007,10150265,Europe,74.002,9786.534714
Sierra Leone,1952,2143249,Africa,30.331,879.7877358
Sierra Leone,1957,2295678,Africa,31.57,1004.484437
Sierra Leone,1962,2467895,Africa,32.767,1116.639877
Sierra Leone,1967,2662190,Africa,34.113,1206.043465
Sierra Leone,1972,2879013,Africa,35.4,1353.759762
Sierra Leone,1977,3140897,Africa,36.788,1348.285159
Sierra Leone,1982,3464522,Africa,38.445,1465.010784
Sierra Leone,1987,3868905,Africa,40.006,1294.447788
Sierra Leone,1992,4260884,Africa,38.333,1068.696278
Sierra Leone,1997,4578212,Africa,39.897,574.6481576
Sierra Leone,2002,5359092,Africa,41.012,699.489713
Sierra Leone,2007,6144562,Africa,42.568,862.5407561
Singapore,1952,1127000,Asia,60.396,2315.138227
Singapore,1957,1445929,Asia,63.179,2843.104409
Singapore,1962,1750200,Asia,65.798,3674.735572
Singapore,1967,1977600,Asia,67.946,4977.41854
Singapore,1972,2152400,Asia,69.521,8597.756202
Singapore,1977,2325300,Asia,70.795,11210.08948
Singapore,1982,2651869,Asia,71.76,15169.16112
Singapore,1987,2794552,Asia,73.56,18861.53081
Singapore,1992,3235865,Asia,75.788,24769.8912
Singapore,1997,3802309,Asia,77.158,33519.4766
Singapore,2002,4197776,Asia,78.77,36023.1054
Singapore,2007,4553009,Asia,79.972,47143.17964
Slovak Republic,1952,3558137,Europe,64.36,5074.659104
Slovak Republic,1957,3844277,Europe,67.45,6093.26298
Slovak Republic,1962,4237384,Europe,70.33,7481.107598
Slovak Republic,1967,4442238,Europe,70.98,8412.902397
Slovak Republic,1972,4593433,Europe,70.35,9674.167626
Slovak Republic,1977,4827803,Europe,70.45,10922.66404
Slovak Republic,1982,5048043,Europe,70.8,11348.54585
Slovak Republic,1987,5199318,Europe,71.08,12037.26758
Slovak Republic,1992,5302888,Europe,71.38,9498.467723
Slovak Republic,1997,5383010,Europe,72.71,12126.23065
Slovak Republic,2002,5410052,Europe,73.8,13638.77837
Slovak Republic,2007,5447502,Europe,74.663,18678.31435
Slovenia,1952,1489518,Europe,65.57,4215.041741
Slovenia,1957,1533070,Europe,67.85,5862.276629
Slovenia,1962,1582962,Europe,69.15,7402.303395
Slovenia,1967,1646912,Europe,69.18,9405.489397
Slovenia,1972,1694510,Europe,69.82,12383.4862
Slovenia,1977,1746919,Europe,70.97,15277.03017
Slovenia,1982,1861252,Europe,71.063,17866.72175
Slovenia,1987,1945870,Europe,72.25,18678.53492
Slovenia,1992,1999210,Europe,73.64,14214.71681
Slovenia,1997,2011612,Europe,75.13,17161.10735
Slovenia,2002,2011497,Europe,76.66,20660.01936
Slovenia,2007,2009245,Europe,77.926,25768.25759
Somalia,1952,2526994,Africa,32.978,1135.749842
Somalia,1957,2780415,Africa,34.977,1258.147413
Somalia,1962,3080153,Africa,36.981,1369.488336
Somalia,1967,3428839,Africa,38.977,1284.73318
Somalia,1972,3840161,Africa,40.973,1254.576127
Somalia,1977,4353666,Africa,41.974,1450.992513
Somalia,1982,5828892,Africa,42.955,1176.807031
Somalia,1987,6921858,Africa,44.501,1093.244963
Somalia,1992,6099799,Africa,39.658,926.9602964
Somalia,1997,6633514,Africa,43.795,930.5964284
Somalia,2002,7753310,Africa,45.936,882.0818218
Somalia,2007,9118773,Africa,48.159,926.1410683
South Africa,1952,14264935,Africa,45.009,4725.295531
South Africa,1957,16151549,Africa,47.985,5487.104219
South Africa,1962,18356657,Africa,49.951,5768.729717
South Africa,1967,20997321,Africa,51.927,7114.477971
South Africa,1972,23935810,Africa,53.696,7765.962636
South Africa,1977,27129932,Africa,55.527,8028.651439
South Africa,1982,31140029,Africa,58.161,8568.266228
South Africa,1987,35933379,Africa,60.834,7825.823398
South Africa,1992,39964159,Africa,61.888,7225.069258
South Africa,1997,42835005,Africa,60.236,7479.188244
South Africa,2002,44433622,Africa,53.365,7710.946444
South Africa,2007,43997828,Africa,49.339,9269.657808
Spain,1952,28549870,Europe,64.94,3834.034742
Spain,1957,29841614,Europe,66.66,4564.80241
Spain,1962,31158061,Europe,69.69,5693.843879
Spain,1967,32850275,Europe,71.44,7993.512294
Spain,1972,34513161,Europe,73.06,10638.75131
Spain,1977,36439000,Europe,74.39,13236.92117
Spain,1982,37983310,Europe,76.3,13926.16997
Spain,1987,38880702,Europe,76.9,15764.98313
Spain,1992,39549438,Europe,77.57,18603.06452
Spain,1997,39855442,Europe,78.77,20445.29896
Spain,2002,40152517,Europe,79.78,24835.47166
Spain,2007,40448191,Europe,80.941,28821.0637
Sri Lanka,1952,7982342,Asia,57.593,1083.53203
Sri Lanka,1957,9128546,Asia,61.456,1072.546602
Sri Lanka,1962,10421936,Asia,62.192,1074.47196
Sri Lanka,1967,11737396,Asia,64.266,1135.514326
Sri Lanka,1972,13016733,Asia,65.042,1213.39553
Sri Lanka,1977,14116836,Asia,65.949,1348.775651
Sri Lanka,1982,15410151,Asia,68.757,1648.079789
Sri Lanka,1987,16495304,Asia,69.011,1876.766827
Sri Lanka,1992,17587060,Asia,70.379,2153.739222
Sri Lanka,1997,18698655,Asia,70.457,2664.477257
Sri Lanka,2002,19576783,Asia,70.815,3015.378833
Sri Lanka,2007,20378239,Asia,72.396,3970.095407
Sudan,1952,8504667,Africa,38.635,1615.991129
Sudan,1957,9753392,Africa,39.624,1770.337074
Sudan,1962,11183227,Africa,40.87,1959.593767
Sudan,1967,12716129,Africa,42.858,1687.997641
Sudan,1972,14597019,Africa,45.083,1659.652775
Sudan,1977,17104986,Africa,47.8,2202.988423
Sudan,1982,20367053,Africa,50.338,1895.544073
Sudan,1987,24725960,Africa,51.744,1507.819159
Sudan,1992,28227588,Africa,53.556,1492.197043
Sudan,1997,32160729,Africa,55.373,1632.210764
Sudan,2002,37090298,Africa,56.369,1993.398314
Sudan,2007,42292929,Africa,58.556,2602.394995
Swaziland,1952,290243,Africa,41.407,1148.376626
Swaziland,1957,326741,Africa,43.424,1244.708364
Swaziland,1962,370006,Africa,44.992,1856.182125
Swaziland,1967,420690,Africa,46.633,2613.101665
Swaziland,1972,480105,Africa,49.552,3364.836625
Swaziland,1977,551425,Africa,52.537,3781.410618
Swaziland,1982,649901,Africa,55.561,3895.384018
Swaziland,1987,779348,Africa,57.678,3984.839812
Swaziland,1992,962344,Africa,58.474,3553.0224
Swaziland,1997,1054486,Africa,54.289,3876.76846
Swaziland,2002,1130269,Africa,43.869,4128.116943
Swaziland,2007,1133066,Africa,39.613,4513.480643
Sweden,1952,7124673,Europe,71.86,8527.844662
Sweden,1957,7363802,Europe,72.49,9911.878226
Sweden,1962,7561588,Europe,73.37,12329.44192
Sweden,1967,7867931,Europe,74.16,15258.29697
Sweden,1972,8122293,Europe,74.72,17832.02464
Sweden,1977,8251648,Europe,75.44,18855.72521
Sweden,1982,8325260,Europe,76.42,20667.38125
Sweden,1987,8421403,Europe,77.19,23586.92927
Sweden,1992,8718867,Europe,78.16,23880.01683
Sweden,1997,8897619,Europe,79.39,25266.59499
Sweden,2002,8954175,Europe,80.04,29341.63093
Sweden,2007,9031088,Europe,80.884,33859.74835
Switzerland,1952,4815000,Europe,69.62,14734.23275
Switzerland,1957,5126000,Europe,70.56,17909.48973
Switzerland,1962,5666000,Europe,71.32,20431.0927
Switzerland,1967,6063000,Europe,72.77,22966.14432
Switzerland,1972,6401400,Europe,73.78,27195.11304
Switzerland,1977,6316424,Europe,75.39,26982.29052
Switzerland,1982,6468126,Europe,76.21,28397.71512
Switzerland,1987,6649942,Europe,77.41,30281.70459
Switzerland,1992,6995447,Europe,78.03,31871.5303
Switzerland,1997,7193761,Europe,79.37,32135.32301
Switzerland,2002,7361757,Europe,80.62,34480.95771
Switzerland,2007,7554661,Europe,81.701,37506.41907
Syria,1952,3661549,Asia,45.883,1643.485354
Syria,1957,4149908,Asia,48.284,2117.234893
Syria,1962,4834621,Asia,50.305,2193.037133
Syria,1967,5680812,Asia,53.655,1881.923632
Syria,1972,6701172,Asia,57.296,2571.423014
Syria,1977,7932503,Asia,61.195,3195.484582
Syria,1982,9410494,Asia,64.59,3761.837715
Syria,1987,11242847,Asia,66.974,3116.774285
Syria,1992,13219062,Asia,69.249,3340.542768
Syria,1997,15081016,Asia,71.527,4014.238972
Syria,2002,17155814,Asia,73.053,4090.925331
Syria,2007,19314747,Asia,74.143,4184.548089
Taiwan,1952,8550362,Asia,58.5,1206.947913
Taiwan,1957,10164215,Asia,62.4,1507.86129
Taiwan,1962,11918938,Asia,65.2,1822.879028
Taiwan,1967,13648692,Asia,67.5,2643.858681
Taiwan,1972,15226039,Asia,69.39,4062.523897
Taiwan,1977,16785196,Asia,70.59,5596.519826
Taiwan,1982,18501390,Asia,72.16,7426.354774
Taiwan,1987,19757799,Asia,73.4,11054.56175
Taiwan,1992,20686918,Asia,74.26,15215.6579
Taiwan,1997,21628605,Asia,75.25,20206.82098
Taiwan,2002,22454239,Asia,76.99,23235.42329
Taiwan,2007,23174294,Asia,78.4,28718.27684
Tanzania,1952,8322925,Africa,41.215,716.6500721
Tanzania,1957,9452826,Africa,42.974,698.5356073
Tanzania,1962,10863958,Africa,44.246,722.0038073
Tanzania,1967,12607312,Africa,45.757,848.2186575
Tanzania,1972,14706593,Africa,47.62,915.9850592
Tanzania,1977,17129565,Africa,49.919,962.4922932
Tanzania,1982,19844382,Africa,50.608,874.2426069
Tanzania,1987,23040630,Africa,51.535,831.8220794
Tanzania,1992,26605473,Africa,50.44,825.682454
Tanzania,1997,30686889,Africa,48.466,789.1862231
Tanzania,2002,34593779,Africa,49.651,899.0742111
Tanzania,2007,38139640,Africa,52.517,1107.482182
Thailand,1952,21289402,Asia,50.848,757.7974177
Thailand,1957,25041917,Asia,53.63,793.5774148
Thailand,1962,29263397,Asia,56.061,1002.199172
Thailand,1967,34024249,Asia,58.285,1295.46066
Thailand,1972,39276153,Asia,60.405,1524.358936
Thailand,1977,44148285,Asia,62.494,1961.224635
Thailand,1982,48827160,Asia,64.597,2393.219781
Thailand,1987,52910342,Asia,66.084,2982.653773
Thailand,1992,56667095,Asia,67.298,4616.896545
Thailand,1997,60216677,Asia,67.521,5852.625497
Thailand,2002,62806748,Asia,68.564,5913.187529
Thailand,2007,65068149,Asia,70.616,7458.396327
Togo,1952,1219113,Africa,38.596,859.8086567
Togo,1957,1357445,Africa,41.208,925.9083202
Togo,1962,1528098,Africa,43.922,1067.53481
Togo,1967,1735550,Africa,46.769,1477.59676
Togo,1972,2056351,Africa,49.759,1649.660188
Togo,1977,2308582,Africa,52.887,1532.776998
Togo,1982,2644765,Africa,55.471,1344.577953
Togo,1987,3154264,Africa,56.941,1202.201361
Togo,1992,3747553,Africa,58.061,1034.298904
Togo,1997,4320890,Africa,58.39,982.2869243
Togo,2002,4977378,Africa,57.561,886.2205765
Togo,2007,5701579,Africa,58.42,882.9699438
Trinidad and Tobago,1952,662850,Americas,59.1,3023.271928
Trinidad and Tobago,1957,764900,Americas,61.8,4100.3934
Trinidad and Tobago,1962,887498,Americas,64.9,4997.523971
Trinidad and Tobago,1967,960155,Americas,65.4,5621.368472
Trinidad and Tobago,1972,975199,Americas,65.9,6619.551419
Trinidad and Tobago,1977,1039009,Americas,68.3,7899.554209
Trinidad and Tobago,1982,1116479,Americas,68.832,9119.528607
Trinidad and Tobago,1987,1191336,Americas,69.582,7388.597823
Trinidad and Tobago,1992,1183669,Americas,69.862,7370.990932
Trinidad and Tobago,1997,1138101,Americas,69.465,8792.573126
Trinidad and Tobago,2002,1101832,Americas,68.976,11460.60023
Trinidad and Tobago,2007,1056608,Americas,69.819,18008.50924
Tunisia,1952,3647735,Africa,44.6,1468.475631
Tunisia,1957,3950849,Africa,47.1,1395.232468
Tunisia,1962,4286552,Africa,49.579,1660.30321
Tunisia,1967,4786986,Africa,52.053,1932.360167
Tunisia,1972,5303507,Africa,55.602,2753.285994
Tunisia,1977,6005061,Africa,59.837,3120.876811
Tunisia,1982,6734098,Africa,64.048,3560.233174
Tunisia,1987,7724976,Africa,66.894,3810.419296
Tunisia,1992,8523077,Africa,70.001,4332.720164
Tunisia,1997,9231669,Africa,71.973,4876.798614
Tunisia,2002,9770575,Africa,73.042,5722.895655
